appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,label
26800,Braid,2009-04-10,1,Number None,Number None,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Strategy,Puzzle;Platformer;Indie,12,6529,386,178,251,1000000-2000000,10.99,0
26900,Crayon Physics Deluxe,2009-05-06,1,Kloonigames,Kloonigames,windows;mac,0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0,668,109,20,26,500000-1000000,15.99,0
27000,The Path,2009-03-18,1,Tale of Tales,Tale of Tales,windows;mac,0,Single-player;Steam Trading Cards,Adventure;Indie,Walking Simulator;Indie;Horror,0,502,177,49,64,100000-200000,6.99,0
27020,The Graveyard,2009-03-09,1,Tale of Tales,Tale of Tales,windows;mac;linux,0,Single-player,Indie;Simulation,Walking Simulator;Indie;Short,0,305,199,0,0,20000-50000,3.99,0
27050,Fatale,2009-11-04,1,Tale of Tales,Tale of Tales,windows;mac,0,Single-player,Adventure;Casual;Indie,Indie;Adventure;Casual,0,53,44,0,0,0-20000,4.99,0
27400,Dangerous High School Girls in Trouble!™,2009-02-23,1,Mousechief,Mousechief,windows;mac,0,Single-player,RPG;Indie;Casual,Indie;RPG;Casual,0,111,63,105,105,100000-200000,14.99,0
27600,Mevo and The Grooveriders,2009-03-20,1,Red Rocket Games,Red Rocket Games,windows,0,Single-player;Steam Achievements,Indie;Casual,Indie;Casual;Music,40,23,2,0,0,0-20000,5.99,0
27800,Space Giraffe,2009-03-19,1,Llamasoft LTD,Llamasoft LTD,windows,0,Single-player,Indie,Indie;Psychedelic;Arcade,0,36,17,0,0,20000-50000,6.99,0
27810,Gridrunner Revolution,2010-02-22,1,Llamasoft LTD,Llamasoft LTD,windows,0,Single-player;Partial Controller Support,Indie,Arcade;Indie;Psychedelic,0,36,9,9,9,20000-50000,5.99,0
27920,Booster Trooper,2010-04-23,1,DnS Development,DnS Development,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,260,91,94,10,10,20000-50000,1.69,0
27940,Dead Horde,2011-07-27,1,DnS Development,DnS Development,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Zombies;Indie,28,206,406,82,82,50000-100000,4.79,0
29120,Yumsters 2: Around the World,2009-11-12,1,KranX Productions,KranX Productions,windows,0,Single-player,Indie;Casual,Casual;Indie,0,53,26,0,0,20000-50000,3.99,0
29130,Musaic Box,2009-03-19,1,KranX Productions,KranX Productions,windows,0,Single-player,Indie;Casual,Indie;Casual;Puzzle,0,178,12,0,0,20000-50000,3.99,0
29160,Blueberry Garden,2009-06-01,1,Erik Svedäng,Erik Svedäng,windows;mac;linux,0,Single-player,Adventure;Indie,Adventure;Indie;Short,0,96,28,9,9,20000-50000,3.99,0
29180,Osmos,2009-08-18,1,Hemisphere Games,Hemisphere Games,windows;mac;linux,0,Single-player;Steam Achievements,Indie;Casual,Indie;Casual;Puzzle,11,857,105,27,27,500000-1000000,6.99,0
29800,Caster,2009-03-19,1,Elecorn,Elecorn,windows;mac,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Indie;Adventure,0,3277,868,120,160,200000-500000,0.99,0
32000,Raycatcher,2009-04-17,1,Thinking Studios;Slam Dunk Studios,Thinking Studios,windows,0,Single-player,Indie;Casual,Indie;Casual,0,0,13,0,0,0-20000,3.99,0
32150,Everyday Genius: SquareLogic,2009-10-21,1,TrueThought,TrueThought,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Strategy,Casual;Puzzle;Indie,24,303,6,0,0,0-20000,3.99,0
32200,Metal Drift,2009-10-22,1,Black Jacket Studios,Black Jacket Studios,windows,0,Single-player;Multi-player;Steam Achievements,Action;Indie;Racing;Sports,Action;Indie;Racing,28,81,45,91,173,20000-50000,6.99,0
32900,Restaurant Empire II,2009-05-27,1,Enlight Software Limited,Enlight Software Limited,windows,0,Single-player,Casual;Indie;Simulation;Strategy,Simulation;Management;Casual,0,112,65,0,0,50000-100000,13.99,0
33100,Alien Shooter,2009-05-27,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Action;Shooter;Indie,17,815,92,0,0,200000-500000,3.99,0
33110,Alien Shooter: Revisited,2009-05-27,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player;Steam Trading Cards,Action;Indie;RPG,Action;RPG;Indie,0,150,79,0,0,200000-500000,3.99,0
33120,Alien Shooter 2: Reloaded,2009-05-27,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player;Steam Trading Cards,Action;Indie;RPG,Action;Indie;RPG,0,995,84,169,169,200000-500000,3.99,0
33130,Zombie Shooter,2009-05-27,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player,Action;Indie;RPG,Action;Zombies;RPG,0,410,73,137,137,100000-200000,3.99,0
33180,Zombie Shooter 2,2009-11-18,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player,Action;Indie;RPG,Action;Zombies;RPG,0,291,85,247,247,100000-200000,7.19,0
33390,Zeit²,2011-01-12,1,Brightside Games,Ubisoft,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,70,26,7,0,0,0-20000,8.59,0
33660,Ziro,2010-05-28,1,Kokakiki,Kalypso Media Digital,windows,0,Single-player;Multi-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Casual;Indie;Puzzle,36,21,7,0,0,0-20000,4.99,0
33680,eversion,2010-06-07,1,Zaratustra Productions,Zaratustra Productions,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie,Platformer;Indie;Horror,14,955,92,466,466,50000-100000,3.99,0
33950,Fish Fillets 2,2010-11-05,1,Altar Games,Bohemia Interactive,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0,151,56,0,0,100000-200000,3.99,0
34500,Light of Altair,2009-06-04,1,SaintXi,SaintXi,windows,0,Single-player;Steam Achievements,Indie;Simulation;Strategy,Strategy;Indie;Simulation,30,31,7,0,0,20000-50000,11.99,0
34900,Bad Rats: the Rats' Revenge,2009-07-20,1,Invent4 Entertainment,Strategy First,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie,Cult Classic;Physics;Indie,13,10465,2981,257,276,200000-500000,0.79,0
34920,Razor2: Hidden Skies,2010-07-19,1,Invent4 Entertainment,Strategy First,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,10,49,154,28,28,50000-100000,6.99,0
35460,The Ball,2010-10-26,1,Teotl Studios,Tripwire Interactive,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie,Puzzle;Action;Indie,17,606,210,14,14,200000-500000,6.99,0
35480,Dwarfs!?,2011-05-04,1,Power of 2,Tripwire Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Strategy;Indie;Casual,Strategy;Casual;Indie,29,619,177,53,57,200000-500000,7.99,0
35700,Trine Enchanted Edition,2009-07-02,1,Frozenbyte,Frozenbyte,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Platformer;Fantasy;Puzzle,33,9448,407,314,304,1000000-2000000,9.99,0
35720,Trine 2: Complete Story,2013-06-06,1,Frozenbyte,Frozenbyte,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Platformer;Adventure;Puzzle,97,16369,706,421,319,2000000-5000000,13.99,0
35800,BRAINPIPE: A Plunge to Unhumanity,2009-07-06,1,Digital Eel,Digital Eel,windows;mac,0,Single-player;Partial Controller Support,Casual;Indie,Casual;Indie;Psychedelic,0,126,22,0,0,50000-100000,0.0,0
36000,Foreign Legion: Buckets of Blood,2009-08-04,1,Sakari Indie,Sakari Indie,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Third Person,23,184,111,160,160,50000-100000,3.99,0
37100,Aztaka,2009-11-05,1,Citeremis Inc.,Citeremis Inc.,windows;mac,0,Single-player,Action;RPG;Indie,RPG;Action;Indie,0,94,39,0,0,20000-50000,3.99,0
37400,Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack,2009-08-25,1,Size Five Games,Size Five Games,windows,0,Single-player,Adventure;Indie,Point & Click;Adventure;Indie,0,494,118,10,10,200000-500000,2.99,0
37500,Magnetis ,2009-11-05,1,Yullaby,Yullaby,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards,Indie;Casual,Indie;Casual;Puzzle,40,33,9,49,49,0-20000,1.49,0
37600,Windosill,2009-09-25,1,Vectorpark,Vectorpark,windows;mac,0,Single-player,Adventure;Casual;Indie,Casual;Point & Click;Indie,0,821,85,31,31,100000-200000,1.99,0
37800,Quantz,2009-09-03,1,Gamerizon,Gamerizon,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Indie;Casual,Indie;Casual;Puzzle,15,24,13,5,5,20000-50000,7.99,0
38600,Faerie Solitaire,2010-09-17,1,Subsoap,Subsoap,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Card Game;Casual;Indie,30,2147,207,266,262,200000-500000,6.99,0
38700,Toki Tori,2010-01-28,1,Two Tribes,Two Tribes Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Includes level editor,Casual;Indie,Puzzle;Indie;Casual,38,1660,226,73,108,200000-500000,3.99,0
38720,RUSH,2010-12-03,1,Two Tribes,Two Tribes Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Puzzle;Indie;Casual,25,1069,117,53,56,200000-500000,3.99,0
38740,EDGE,2011-08-11,1,Two Tribes,Two Tribes Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Puzzle;Indie;Action,47,1714,148,41,43,200000-500000,4.99,0
39800,Nation Red,2009-09-03,1,DiezelPower,DiezelPower,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Zombies;Action;Indie,145,2093,272,154,222,200000-500000,1.79,0
40400,AI War: Fleet Command,2009-10-21,1,Arcen Games, LLC,Arcen Games, LLC,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;RTS;Space,322,1109,205,248,338,200000-500000,6.99,0
40420,Tidalis,2010-07-16,1,Arcen Games, LLC,Arcen Games, LLC,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Includes level editor,Casual;Indie,Casual;Indie;Puzzle,64,130,66,0,0,100000-200000,3.99,0
40500,Sacraboar,2009-11-06,1,Makivision Games,Makivision Games,windows,0,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action;Strategy;Indie,Strategy;Action;Indie,51,14,42,0,0,20000-50000,2.09,0
40700,Machinarium,2009-10-16,1,Amanita Design,Amanita Design,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Indie,Point & Click;Adventure;Puzzle,12,5437,264,165,241,500000-1000000,7.99,0
40720,Samorost 2,2009-12-10,1,Amanita Design,Amanita Design,windows,0,Single-player,Adventure;Casual;Indie,Adventure;Point & Click;Indie,0,716,149,53,53,200000-500000,3.99,0
40930,The Misadventures of P.B. Winterbottom,2010-04-20,1,The Odd Gentlemen,2K,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Adventure;Indie,Indie;Puzzle;Platformer,12,323,42,19,19,100000-200000,3.99,0
41000,Serious Sam HD: The First Encounter,2009-11-24,1,Croteam,Devolver Digital,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,FPS;Action;Co-op,35,3950,269,277,271,1000000-2000000,10.99,0
41070,Serious Sam 3: BFE,2011-11-22,1,Croteam,Devolver Digital,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,FPS;Action;Co-op,62,15574,1977,378,215,2000000-5000000,29.99,0
41100,Hammerfight,2009-10-28,1,Konstantin Koshutin,KranX Productions,windows;mac;linux,0,Single-player,Action;Indie,Action;Indie;Physics,0,1051,514,256,254,200000-500000,3.99,0
41300,Altitude,2009-12-04,1,Nimbly Games,Nimbly Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor,Action;Free to Play;Indie,Free to Play;Action;Indie,52,1540,128,333,657,200000-500000,0.0,0
41400,Doom Rails,2009-11-04,1,Dream Forge Entertainment, LLC,Dream Forge Entertainment, LLC,windows,0,Single-player;Multi-player,Action;Indie,Action;Indie,0,8,20,0,0,0-20000,1.99,0
41660,Tommy Tronic,2010-10-28,1,Oasis Games,Interplay Inc.,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,7,7,0,0,0-20000,6.99,0
41680,Death and the Fly,2011-05-23,1,Independent Programmist Group,Interplay Inc.,windows,0,Single-player,Indie,Indie,0,3,9,0,0,0-20000,6.99,0
41800,Gratuitous Space Battles,2009-11-16,1,Positech Games,Positech Games,windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Simulation;Indie,0,505,168,272,333,500000-1000000,10.99,0
42000,Trino,2011-01-27,1,Trinoteam,LoadComplete,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Casual;Indie,Indie;Casual,37,9,5,0,0,0-20000,3.49,0
42140,Hamilton's Great Adventure,2011-05-31,1,Fatshark,Fatshark,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie,Adventure;Indie;Casual,26,169,83,184,184,100000-200000,6.99,0
42170,Krater,2012-06-12,1,Fatshark,Fatshark,windows;mac,0,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,RPG;Indie;Adventure,41,429,329,369,369,100000-200000,10.99,0
42500,DogFighter,2010-06-14,1,Dark Water Studios Ltd,Instinct Software Ltd.,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,29,232,152,63,63,200000-500000,1.99,0
43190,The Haunted: Hells Reach,2011-10-24,1,KTX Software,Signo & Arte,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Co-op,28,507,81,285,333,50000-100000,5.99,0
44100,Super Laser  Racer,2010-02-18,1,New Star Games Ltd,New Star Games Ltd,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action;Indie;Racing,Racing;Indie;Action,23,73,11,0,0,20000-50000,2.99,0
45000,Sol Survivor,2010-03-15,1,Cadenza Interactive,Cadenza Interactive,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie;Strategy,Tower Defense;Strategy;Indie,26,293,30,0,0,50000-100000,7.19,0
45100,Secret of the Magic Crystals,2010-02-03,1,Artery Games,Artery Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Indie,Casual;Horses;Indie,22,1342,265,176,176,100000-200000,3.99,0
45400,Fortix,2010-04-14,1,Nemesys Games,Nemesys Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie,Indie;Casual;Fantasy,12,802,69,287,287,100000-200000,0.99,0
45420,Land It!,2016-08-01,1,Nemesys Games,Nemesys Games,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie;Simulation,Casual;Indie;Simulation,25,10,1,0,0,0-20000,6.99,0
45450,Fortix 2,2011-05-06,1,Nemesys Games,Nemesys Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle,26,462,45,487,487,100000-200000,1.59,0
46000,Bob Came in Pieces,2010-01-22,1,Ludosity,Ludosity,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Adventure;Indie,Indie;Adventure;Puzzle,81,68,29,0,0,50000-100000,3.99,0
46410,Avencast: Rise of the Mage,2010-03-17,1,ClockStone Studios,Meridian4,windows,0,Single-player,Action;Indie;RPG,RPG;Action;Action RPG,0,348,175,56,56,200000-500000,6.99,0
46450,Grotesque Tactics: Evil Heroes,2010-10-15,1,Silent Dreams,Headup,windows,0,Single-player;Steam Achievements,Indie;RPG;Strategy,RPG;Strategy;Indie,10,217,140,20,20,100000-200000,6.99,0
46520,Wasteland Angel,2011-09-01,1,Octane Games;Meridian4,Meridian4,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Post-apocalyptic,40,167,119,101,101,100000-200000,6.99,0
46570,Grotesque Tactics 2 – Dungeons and Donuts,2011-11-21,1,Silent Dreams,Headup,windows,0,Single-player,Adventure;Indie;RPG;Strategy,RPG;Strategy;Adventure,13,103,87,105,105,50000-100000,6.99,0
46600,Swarm Arena,2010-08-19,1,Dedication Games,Dedication Games,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,15,40,12,0,0,20000-50000,2.89,0
46750,Dark Fall: Lost Souls,2010-04-21,1,Darkling Room,Iceberg Interactive,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,0,109,63,0,0,50000-100000,9.99,0
46770,Making History II: The War of the World,2010-08-27,1,Muzzy Lane Software,Factus Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Includes level editor,Indie;Simulation;Strategy,Strategy;Simulation;Grand Strategy,1,195,57,0,0,20000-50000,10.99,0
48000,LIMBO,2011-08-02,1,Playdead,Playdead,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Indie;Platformer;Puzzle,13,30321,1994,117,127,2000000-5000000,6.99,0
49600,Beat Hazard,2010-04-15,1,Cold Beam Games,Cold Beam Games,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Music;Indie;Shoot 'Em Up,63,6296,328,437,633,500000-1000000,6.99,0
49800,Flight of the Icarus,2010-05-12,1,Muse Games,Muse Games,windows;mac,0,Single-player,Action;Indie,Indie;Action;Steampunk,0,95,148,22,22,50000-100000,3.99,0
49810,CreaVures,2011-02-23,1,Muse Games,Muse Games,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Indie,Indie;Platformer;Puzzle,21,117,25,0,0,50000-100000,3.99,0
49900,Plain Sight,2010-04-05,1,Beatnik Games,Beatnik Games,windows,0,Multi-player;Steam Achievements;Steam Leaderboards,Action;Indie,Action;Indie;Multiplayer,24,177,83,0,0,100000-200000,3.99,0
50000,Nimbus,2010-10-25,1,Noumenon Games,Noumenon Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Indie;Racing,Indie;Racing;Puzzle,18,179,10,1,1,50000-100000,5.99,0
50920,Hidden Expedition: Amazon,2010-04-21,1,Big Fish Games,Big Fish Games,windows,0,Single-player,Casual;Indie,Casual;Indie;Hidden Object,0,8,4,0,0,0-20000,6.99,0
51030,Atlantis Sky Patrol,2010-04-21,1,Big Fish Games,Big Fish Games,windows;mac,0,Single-player,Casual;Indie,Casual;Indie;Match 3,0,6,1,0,0,0-20000,6.99,0
55000,Flotilla,2010-04-01,1,Blendo Games,Blendo Games,windows;mac;linux,0,Partial Controller Support,Adventure;Indie;Strategy,Strategy;Indie;Adventure,0,166,25,130,257,100000-200000,6.99,0
55040,Atom Zombie Smasher,2011-03-14,1,Blendo Games,Blendo Games,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats,Indie;Strategy,Strategy;Zombies;Indie,41,1397,180,72,101,200000-500000,6.99,0
57200,Puzzle Dimension,2010-06-21,1,Doctor Entertainment AB,Doctor Entertainment AB,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Puzzle;Indie;Casual,25,412,41,8,8,100000-200000,1.99,0
57300,Amnesia: The Dark Descent,2010-09-08,1,Frictional Games,Frictional Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Includes level editor;Commentary available,Action;Adventure;Indie,Horror;First-Person;Atmospheric,18,20222,1199,173,41,2000000-5000000,14.99,0
57700,Who's That Flying?!,2011-01-31,1,Mediatonic,Kalypso Media Digital,windows,0,Single-player;Steam Achievements;Full controller support;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,12,98,42,25,25,20000-50000,3.99,0
