appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,label
229560,Hacker Evolution IMMERSION,2016-07-29,1,exosyphen studios,exosyphen studios,windows;mac;linux,0,Single-player;Includes level editor,Action;Indie;Simulation;Early Access,Early Access;Simulation;Indie,0,22,16,0,0,0-20000,14.99,0
229580,Dream,2015-07-31,1,HyperSloth,HyperSloth,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Indie;Adventure;Exploration,29,549,382,58,58,50000-100000,5.99,0
229600,Bientôt l'été,2013-02-06,1,Tale of Tales,Tale of Tales,windows;mac,0,Single-player;Multi-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,115,141,0,0,20000-50000,6.99,0
229810,A Fistful of Gun,2015-09-23,1,FarmerGnome,Devolver Digital,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Western,14,284,136,267,444,100000-200000,9.99,0
229890,Joe Danger,2013-06-24,1,Hello Games,Hello Games,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Racing,Racing;Indie;Action,20,66,13,0,0,0-20000,9.99,0
229970,Armada 2526 Gold Edition,2013-02-28,1,Ntronium Games,Iceberg Interactive,windows,0,Single-player;Multi-player,Indie;Strategy,Strategy;Indie;4X,0,44,29,0,0,50000-100000,14.99,0
230050,DLC Quest,2013-03-18,1,Going Loud Studios,Going Loud Studios,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie,Platformer;Indie;Satire,22,5434,718,126,139,200000-500000,1.99,0
230070,The Age of Decadence,2015-10-14,1,Iron Tower Studio,Iron Tower Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Turn-Based;Indie,109,1719,373,297,297,100000-200000,11.39,0
230150,Incredipede,2013-03-18,1,Colin Northway with art by Thomas Shahan,Northway Games,windows;mac,0,Single-player,Adventure;Indie;Simulation,Indie;Adventure;Puzzle,6,228,93,0,0,100000-200000,6.99,0
230190,War for the Overworld,2015-04-02,1,Brightrock Games,Brightrock Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation;Strategy,Strategy;RTS;God Game,141,3948,753,471,581,200000-500000,22.99,0
230290,Universe Sandbox ²,2015-08-24,1,Giant Army,Giant Army,windows;mac;linux,0,Single-player;Partial Controller Support,Casual;Indie;Simulation;Early Access,Early Access;Space;Sandbox,0,5918,377,120,150,200000-500000,19.49,0
230310,Akaneiro: Demon Hunters,2014-11-25,1,Spicy Horse,Spicy Horse,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Free to Play;Indie;RPG,RPG;Action;Indie,41,114,207,0,0,50000-100000,0.0,0
230650,Lords of Football,2013-04-05,1,Geniaware Srl,Fish Eagle,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Sports;Strategy,Sports;Simulation;Strategy,32,123,136,0,0,20000-50000,10.99,0
230700,La-Mulana,2013-04-15,1,NIGORO,AGM PLAYISM,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Metroidvania;Platformer;Difficult,64,1447,333,583,875,200000-500000,10.99,0
230760,DIVO,2013-02-01,1,Internal Games,Internal Games,windows;linux,0,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Platformer,0,8,14,0,0,0-20000,3.99,0
230820,The Night of the Rabbit,2013-05-28,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Indie,17,1700,179,96,112,200000-500000,16.99,0
230840,Daylight,2014-04-29,1,Zombie Studios,Zombie Studios,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Action;Adventure;Casual;Indie,Horror;Adventure;Indie,16,760,767,184,184,50000-100000,6.99,0
230980,Starseed Pilgrim,2013-04-16,1,Droqen,Droqen's Games,windows;mac,0,Single-player,Adventure;Indie,Indie;Adventure;Puzzle,0,256,192,62,62,200000-500000,4.49,0
231020,Storm,2013-06-27,1,Eko Software,Eko Software,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Simulation,Indie;Simulation;Puzzle,10,63,27,217,217,20000-50000,6.99,0
231040,Beatbuddy: Tale of the Guardians,2013-08-06,1,Threaks,Threaks,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie,Indie;Music;Adventure,15,814,236,99,101,200000-500000,6.99,0
231160,The Swapper,2013-05-30,1,Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano,Facepalm Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Puzzle;Sci-fi;Atmospheric,10,5699,242,129,184,500000-1000000,11.99,0
231200,Kentucky Route Zero,2013-02-22,1,Cardboard Computer,Cardboard Computer,windows;mac;linux,0,Single-player;Full controller support,Adventure;Indie,Adventure;Atmospheric;Point & Click,0,1506,310,0,0,200000-500000,18.99,0
231310,MirrorMoon EP,2013-09-04,1,Santa Ragione,Santa Ragione,windows;mac;linux,0,Single-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Exploration;Puzzle,10,278,178,252,252,50000-100000,10.99,0
231720,Bad Hotel,2013-10-16,1,Lucky Frame,Lucky Frame,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Tower Defense,13,123,237,339,339,50000-100000,3.99,0
231740,Knights of Pen and Paper +1 Edition,2013-06-18,1,Behold Studios,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG,RPG;Turn-Based;Indie,42,2268,417,709,1175,200000-500000,7.99,0
232010,Euro Truck Simulator,2013-03-08,1,SCS Software,SCS Software,windows;mac,0,Single-player;Partial Controller Support,Indie;Simulation,Simulation;Driving;Multiplayer,0,3772,973,315,426,1000000-2000000,3.99,0
232050,Eador. Masters of the Broken World,2013-04-19,1,Snowbird Games,Snowbird Games,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Turn-Based Strategy;Fantasy,56,1365,679,272,273,1000000-2000000,14.99,0
232430,Gone Home,2013-08-15,1,Fullbright,Fullbright,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Commentary available,Adventure;Indie,Walking Simulator;Short;Indie,10,11893,3651,90,129,500000-1000000,10.99,0
232770,POSTAL,2013-03-21,1,Running With Scissors,Running With Scissors,windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Classic;Dark Humor,27,2319,502,137,180,200000-500000,1.49,0
232790,Broken Age,2014-01-28,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Point & Click;Adventure;Indie,45,5312,1063,271,271,500000-1000000,11.39,0
232970,Thunder Wolves,2013-05-15,1,Most Wanted Entertainment,HandyGames,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,20,377,61,0,0,100000-200000,7.99,0
233110,Defense Technica,2013-10-24,1,Kuno Interactive,Kuno Interactive,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie;Strategy,Tower Defense;Strategy;Indie,12,57,95,0,0,20000-50000,11.99,0
233150,LUFTRAUSERS,2014-03-18,1,Vlambeer,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Simulation,Indie;Arcade;Action,12,3180,302,260,347,200000-500000,6.99,0
233190,Final Exam,2013-11-05,1,Mighty Rocket Studio,Focus Home Interactive,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Co-op,32,761,143,196,196,100000-200000,6.99,0
233230,Kairo,2013-04-24,1,Locked Door Puzzle,Lupus Studios Limited,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Puzzle;Exploration;Indie,11,1131,392,0,0,100000-200000,3.99,0
233310,Avadon 2: The Corruption,2013-10-30,1,Spiderweb Software,Spiderweb Software,windows;mac,0,Single-player;Steam Achievements,Indie;RPG;Strategy,RPG;Indie;Strategy,30,111,22,4,4,50000-100000,6.99,0
233450,Prison Architect,2015-10-06,1,Introversion Software,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation;Strategy,Simulation;Building;Management,18,31687,2286,1472,717,2000000-5000000,23.79,0
233470,Evoland,2013-04-04,1,Shiro Games,Shiro Games,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie;RPG,RPG;Indie;Adventure,29,4437,906,237,283,200000-500000,6.99,0
233510,Lunnye Devitsy,2009-07-01,1,Boss Baddie,Boss Baddie,windows,0,Single-player;Full controller support;Steam Trading Cards,Casual;Indie,Indie;Casual;Platformer,10,103,52,82,82,20000-50000,0.0,0
233610,Distance,2018-09-18,1,Refract,Refract,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;VR Support;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,Action;Indie;Racing,Racing;Great Soundtrack;Multiplayer,31,3989,279,887,1307,100000-200000,19.49,0
233720,Surgeon Simulator,2013-04-19,1,Bossa Studios,Bossa Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Simulation;Comedy;Indie,123,11387,2462,266,258,1000000-2000000,6.99,0
233740,Organ Trail: Director's Cut,2013-03-19,1,The Men Who Wear Many Hats,The Men Who Wear Many Hats,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Strategy,Zombies;Indie;Retro,28,2182,284,203,298,200000-500000,3.99,0
233860,Kenshi,2018-12-06,1,Lo-Fi Games,Lo-Fi Games,windows,0,Single-player;Steam Workshop;Includes level editor,Action;Indie;RPG;Simulation;Strategy,Open World;Sandbox;RPG,0,9512,1171,1756,2026,200000-500000,22.99,0
233980,UnEpic,2014-07-25,1,@unepic_fran,@unepic_fran,windows;mac;linux,16,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie;RPG,RPG;Indie;Platformer,57,5899,449,392,342,200000-500000,9.99,0
234160,Strike Suit Infinity,2013-04-30,1,Born Ready Games Ltd.,Born Ready Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Mechs;Indie,16,459,82,168,168,100000-200000,4.99,0
234190,Receiver,2013-04-29,1,Wolfire Games,Wolfire Games,windows;mac;linux,0,Single-player,Action;Indie;Simulation,Simulation;FPS;Indie,0,2627,695,77,112,500000-1000000,3.99,0
234270,Ken Follett's The Pillars of the Earth,2017-08-15,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Point & Click;Choices Matter;Medieval,41,1320,99,101,173,50000-100000,26.99,0
234290,Zack Zero,2013-04-29,1,Crocodile Entertainment,Crocodile Entertainment,windows,0,Single-player;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,15,244,136,66,66,50000-100000,1.99,0
234370,Shattered Haven,2013-03-18,1,Arcen Games, LLC,Arcen Games, LLC,windows;mac;linux,0,Single-player;Shared/Split Screen;Partial Controller Support;Includes level editor,Action;Adventure;Indie,Action;Adventure;Indie,0,29,59,0,0,50000-100000,6.99,0
234390,Teleglitch: Die More Edition,2013-07-24,1,Test3 Projects,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Rogue-like;Indie;Top-Down Shooter,39,2158,361,117,126,500000-1000000,8.99,0
234490,Rush Bros.,2013-05-24,1,XYLA Entertainment,Digital Tribe,windows;mac,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Racing,Indie;Racing;Platformer,54,553,341,63,122,100000-200000,7.19,0
234650,Shadowrun Returns,2013-07-25,1,Harebrained Schemes,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;RPG;Strategy,RPG;Cyberpunk;Turn-Based,0,8676,1132,278,240,1000000-2000000,10.99,0
234900,Anodyne,2013-03-22,1,Sean Han Tani;Marina Kittaka,Analgesic Productions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Exploration,6,856,154,128,128,100000-200000,6.99,0
234920,Dyscourse,2015-03-25,1,Owlchemy Labs,Owlchemy Labs,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,31,327,92,258,258,50000-100000,10.99,0
234940,The 39 Steps,2013-04-25,1,The Story Mechanics,The Secret Experiment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,20,982,317,218,262,200000-500000,3.99,0
235070,Bad Bots,2013-05-17,1,Point Five Projects,Digital Tribe,windows;mac,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Platformer,14,139,106,83,83,20000-50000,3.99,0
235250,Super Sanctum TD,2013-05-09,1,Coffee Stain Studios,Coffee Stain Publishing,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Strategy,Tower Defense;Strategy;Indie,27,1271,169,121,143,100000-200000,3.99,0
235320,Original War,2014-01-27,1,Altar Games,Bohemia Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Captions available;Steam Cloud,Indie;Strategy,Strategy;RTS;Real-Time with Pause,22,923,66,232,232,100000-200000,3.99,0
235360,Prime World: Defenders,2013-06-05,1,Nival,Nival,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Casual;Indie;RPG;Strategy,Tower Defense;Strategy;Indie,134,673,213,739,739,100000-200000,6.99,0
235400,King’s Bounty: Legions,2013-12-10,1,Nival,Nival,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer,Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;RPG,0,617,577,19,19,200000-500000,0.0,0
235520,The White Laboratory,2019-03-28,1,Laboratory Systems,Laboratory Systems;Gamera Game,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy,Indie;Strategy;Tower Defense,15,120,34,0,0,0-20000,7.19,0
235540,Warhammer: End Times - Vermintide,2015-10-23,1,Fatshark,Fatshark,windows,16,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Action;Indie,Action;Online Co-Op;Co-op,108,13905,3560,1200,608,1000000-2000000,22.99,0
235620,Small World 2,2013-12-11,1,Days of Wonder,Days of Wonder;Asmodee Digital,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Turn Notifications,Casual;Indie;Strategy,Board Game;Strategy;Casual,0,520,174,1364,2708,100000-200000,6.99,0
235660,Eador: Genesis,2013-10-14,1,Alexey Bokulev;Snowbird Games,Snowbird Games,windows,0,Single-player,Indie;Strategy,Strategy;Indie;Turn-Based Strategy,0,199,38,0,0,50000-100000,3.99,0
235720,Cubetractor,2013-05-29,1,Ludochip,Ludochip,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Indie;Strategy;Action,13,327,103,36,37,200000-500000,3.99,0
235800,Audiosurf 2,2015-05-26,1,Dylan Fitterer,Dylan Fitterer,windows;mac;linux,0,Single-player;Shared/Split Screen;Full controller support;Steam Workshop,Indie,Music;Indie;Rhythm,14,3785,882,507,507,200000-500000,10.99,0
235820,Element4l,2013-05-24,1,I-Illusions,I-Illusions,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Indie;Platformer;Action,20,506,99,0,0,50000-100000,6.99,0
235980,Tetrobot and Co.,2013-10-22,1,Swing Swing Submarine,Swing Swing Submarine,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie,Puzzle;Indie;Casual,30,371,9,1107,1107,50000-100000,6.99,0
236010,Bloxitivity,2016-01-21,1,55 Revolver,Degica,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,Casual;Indie,Indie;Casual;Puzzle-Platformer,10,16,14,0,0,0-20000,8.99,0
236090,Dust: An Elysian Tail,2013-05-24,1,Humble Hearts LLC,Microsoft Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Platformer;Indie,30,15064,625,370,247,1000000-2000000,11.99,0
236110,Dungeon Defenders II,2017-06-20,1,Trendy Entertainment,Trendy Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Free to Play;Indie;RPG;Strategy,Free to Play;Tower Defense;Multiplayer,18,10766,3802,523,217,2000000-5000000,0.0,0
236130,Horizon,2014-02-06,1,L3O Interactive,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Space;4X,30,243,177,84,84,50000-100000,22.99,0
236370,Interstellar Marines,2013-07-02,1,Zero Point Software,Zero Point Software,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG;Simulation;Early Access,Early Access;Action;FPS,28,4556,2946,112,159,200000-500000,6.95,0
236490,Hexodius,2013-06-21,1,Brain Slap Studio,BANDAI NAMCO Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Twin Stick Shooter,20,18,12,9,9,0-20000,7.99,0
236730,Anomaly 2,2013-05-15,1,11 bit studios,11 bit studios,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Indie;Action,65,511,121,87,115,200000-500000,11.49,0
236930,Blackwell Epiphany,2014-04-24,1,Wadjet Eye Games,Wadjet Eye Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure;Indie,Adventure;Point & Click;Indie,18,503,8,0,0,20000-50000,6.99,0
237350,Frozen Cortex,2015-02-19,1,Mode 7,Mode 7,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Indie;Sports;Strategy,Sports;Strategy;Tactical,13,188,69,0,0,20000-50000,18.99,0
237430,Expeditions: Conquistador,2013-05-30,1,Logic Artists,THQ Nordic,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,RPG;Strategy;Turn-Based,60,887,201,0,0,100000-200000,17.99,0
237550,Realms of Arkania: Blade of Destiny,2013-07-29,1,Crafty Studios,United Independent Entertainment GmbH,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Stats,Adventure;Indie;RPG,RPG;Adventure;Indie,41,168,139,1,1,50000-100000,10.99,0
237570,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,2013-06-07,1,Zeboyd Games,Penny Arcade, Inc.,windows,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Indie;JRPG,0,253,57,315,342,200000-500000,1.69,0
237740,Angry Video Game Nerd Adventures,2013-09-20,1,FreakZone Games,Screenwave Media,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Platformer;Indie;Difficult,19,2416,298,157,186,100000-200000,3.99,0
237760,Intake,2013-11-06,1,Cipher Prime Studios,Cipher Prime Studios,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Great Soundtrack,77,349,26,75,75,20000-50000,6.99,0
237850,Dreamfall Chapters,2017-07-21,1,Red Thread Games,Red Thread Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Story Rich;Female Protagonist,59,2829,562,335,335,200000-500000,18.99,0
237870,Planet Explorers,2016-11-08,1,Pathea Games,Pathea Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Partial Controller Support,Action;Adventure;Indie;RPG;Simulation,Sandbox;Open World;Survival,16,3847,1729,545,765,200000-500000,7.19,0
237930,Transistor,2014-05-20,1,Supergiant Games,Supergiant Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,Great Soundtrack;Female Protagonist;Indie,33,22158,1162,353,352,1000000-2000000,15.49,0
237950,UFO: Afterlight,2014-01-06,1,Altar Games,Bohemia Interactive,windows,0,Single-player;Captions available,Indie;Strategy,Strategy;Tactical;Sci-fi,0,210,140,2380,2380,200000-500000,4.99,0
237970,Memento Mori 2,2014-05-13,1,Centauri Production,Bohemia Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,15,56,22,0,0,20000-50000,16.99,0
237990,The Banner Saga,2014-01-14,1,Stoic,Versus Evil,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,Indie;RPG;Strategy,RPG;Turn-Based;Strategy,39,9750,1131,164,188,500000-1000000,18.74,0
238240,Edge of Space,2015-09-17,1,Handyman Studios,Reverb Triple XP,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG,Sandbox;Indie;Adventure,24,996,1647,0,0,200000-500000,10.99,0
238320,Outlast,2013-09-04,1,Red Barrels,Red Barrels,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie,Horror;Atmospheric;First-Person,14,45966,1953,751,166,2000000-5000000,15.49,0
238430,Contagion,2013-10-25,1,Monochrome, Inc,Monochrome, Inc,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Zombies;Survival;Action,36,9087,3585,366,374,1000000-2000000,6.99,0
238460,BattleBlock Theater®,2014-05-15,1,The Behemoth,The Behemoth,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie,Comedy;Co-op;Platformer,30,47342,1290,774,289,2000000-5000000,10.99,0
238530,Super Puzzle Platformer Deluxe,2013-05-24,1,Andrew Morrish,Adult Swim Games,windows;mac,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,44,367,33,0,0,50000-100000,5.59,0
238630,Fist Puncher,2013-06-21,1,Team2Bit,Adult Swim Games,windows;mac;linux,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Beat 'em up,99,192,65,0,0,20000-50000,6.99,0
238890,Skyward Collapse,2013-05-23,1,Arcen Games, LLC,Arcen Games, LLC,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Simulation;Indie,80,126,164,68,95,100000-200000,3.99,0
238910,Bionic Dues,2013-10-08,1,Arcen Games, LLC,Arcen Games, LLC,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,Strategy;Rogue-like;Turn-Based,220,672,226,249,285,200000-500000,6.99,0
238930,7 Grand Steps: What Ancients Begat,2013-06-07,1,Mousechief,Mousechief,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Strategy;Indie;Board Game,0,356,299,178,178,100000-200000,14.99,0
238960,Path of Exile,2013-10-23,1,Grinding Gear Games,Grinding Gear Games,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Action RPG;Hack and Slash,120,71593,6117,5263,492,10000000-20000000,0.0,0
239030,Papers, Please,2013-08-08,1,Lucas Pope,3909,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie,Indie;Political;Simulation,13,25587,1103,674,214,2000000-5000000,6.99,0
239070,Hammerwatch,2013-08-12,1,Crackshell,Crackshell,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor,Action;Adventure;Indie;RPG,Indie;Dungeon Crawler;RPG,38,5092,566,288,279,500000-1000000,6.99,0
239200,Amnesia: A Machine for Pigs,2013-09-10,1,The Chinese Room,Frictional Games,windows;mac;linux,0,Single-player;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie,Horror;Indie;First-Person,7,4336,2143,100,123,2000000-5000000,14.99,0
239430,Q.U.B.E: Director's Cut,2014-05-21,1,Toxic Games,Toxic Games,windows;mac;linux,0,Single-player;Steam Achievements;VR Support;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Puzzle;Indie;First-Person,53,1194,217,63,76,200000-500000,6.99,0
239700,Hate Plus,2013-08-19,1,Love Conquers All Games,Love Conquers All Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Indie,Visual Novel;Indie;Anime,11,452,72,0,0,50000-100000,7.19,0
